City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kimbe,-5.5502,150.1429,300.91,78,41,0.87,PG,1697668139
365,touros,-5.1989,-35.4608,298.58,74,0,6.12,BR,1697668139
366,mombasa,-4.0547,39.6636,300.38,83,75,3.09,KE,1697668139
367,usinsk,65.9939,57.5281,274.86,97,100,5.81,RU,1697668139
368,kirkwood,38.5834,-90.4068,296.35,43,98,3.13,US,1697668139
369,jibou,47.2667,23.25,277.77,57,100,2.05,RO,1697668139
370,lihue,21.9789,-159.3672,301.92,63,40,4.63,US,1697668139
371,jaisalmer,26.9147,70.9181,298.89,54,23,0.68,IN,1697668139
372,bocana de paiwas,12.7857,-85.1227,298.37,90,97,4.15,NI,1697668140
373,terrace,54.5163,-128.6035,287.1,88,75,12.35,CA,1697667987
374,molodohvardiys'k,48.3458,39.6582,277.08,54,0,2.31,UA,1697668140
375,vorkuta,67.5,64.0,273.54,82,52,6.21,RU,1697668140
376,turrialba,9.9047,-83.6835,296.69,98,99,0.84,CR,1697668140
377,pacocha,-17.5833,-71.3333,292.26,84,49,1.95,PE,1697668140
378,mugia,43.1041,-9.2179,292.68,85,10,10.68,ES,1697668140
379,laascaanood,8.4774,47.3597,297.46,74,48,5.02,SO,1697668140
380,manokwari,-0.8667,134.0833,299.96,71,35,1.19,ID,1697668140
381,visakhapatnam,17.69,83.2093,297.84,83,27,1.83,IN,1697668140
382,asaita,11.5636,41.4394,301.4,49,43,6.01,ET,1697668140
383,fada,9.5667,8.3,295.0,91,99,0.43,NG,1697668140
384,senillosa,-39.0,-68.4167,293.03,22,99,6.17,AR,1697668140
385,ciudad lazaro cardenas,17.9583,-102.2,296.91,95,100,2.71,MX,1697668140
386,remire-montjoly,4.9167,-52.2667,298.17,94,0,1.03,GF,1697668140
387,zuunmod,47.7069,106.9528,268.72,67,4,2.74,MN,1697668140
388,saint-paul,-21.0096,55.2707,298.21,96,88,0.45,RE,1697668140
389,waitara,-38.925,174.25,289.1,82,55,1.51,NZ,1697668141
390,tshikapa,-6.4167,20.8,294.98,96,96,0.34,CD,1697668141
391,sake,-1.5736,29.045,290.82,93,99,0.52,CD,1697668141
392,hudiksvall,61.729,17.1036,273.16,81,84,4.19,SE,1697668141
393,camana,-16.6228,-72.7111,292.85,86,77,2.37,PE,1697668141
394,mutoko,-17.397,32.2268,290.93,79,46,2.86,ZW,1697668141
395,zeya,53.75,127.2667,275.09,70,100,5.47,RU,1697668141
396,talata mafara,12.5732,6.0597,302.74,22,80,3.17,NG,1697668141
397,malango,-2.9627,119.9001,291.92,96,78,0.79,ID,1697668141
398,tevriz,57.509,72.4042,281.2,69,100,3.17,RU,1697668141
399,shingu,33.7333,135.9833,291.37,78,100,1.54,JP,1697668141
400,christiana,-27.914,25.1611,293.33,30,0,3.32,ZA,1697668141
401,ugoofaaru,5.6667,73.0,299.99,79,89,3.71,MV,1697668141
402,alice springs,-23.7,133.8833,290.9,19,0,0.0,AU,1697668141
403,noumea,-22.2763,166.4572,297.04,99,55,3.95,NC,1697668141
404,larache,35.1932,-6.1557,294.33,85,77,4.24,MA,1697668142
405,asau,46.4333,26.4,274.66,61,8,2.57,RO,1697668142
406,acarau,-2.8856,-40.12,299.18,79,4,6.14,BR,1697667948
407,port pirie,-33.1833,138.0167,295.03,23,1,1.84,AU,1697668142
408,salamanca,40.8333,-6.0,289.61,89,99,9.19,ES,1697667862
409,lazaro cardenas,17.9583,-102.2,296.91,95,100,2.71,MX,1697668142
410,kencong,-8.2833,113.3667,296.23,93,92,0.91,ID,1697668142
411,barra de santo antonio,-9.4047,-35.5072,297.75,76,65,4.54,BR,1697668142
412,essaouira,31.5125,-9.77,293.87,77,99,1.03,MA,1697668142
413,shkurinskaya,46.5858,39.3599,282.91,60,35,2.58,RU,1697668142
414,mandali,33.7499,45.5541,297.21,34,28,3.77,IQ,1697668142
415,shangrao,28.4532,117.9686,292.55,77,94,1.51,CN,1697668142
416,puerto baquerizo moreno,-0.9,-89.6,299.7,74,40,5.14,EC,1697668142
417,tocoa,15.6833,-86.0,297.94,100,100,0.64,HN,1697668142
418,dasht-e archi,37.1333,69.1667,289.89,41,25,1.68,AF,1697668143
419,bodaybo,57.8506,114.1933,272.83,84,100,2.63,RU,1697668143
420,robbah,33.2797,6.9098,295.95,19,0,2.53,DZ,1697668143
421,enid,36.3956,-97.8784,299.24,32,0,5.66,US,1697668143
422,barclayville,4.6797,-8.2339,298.41,89,63,1.68,LR,1697668143
423,pavlodar,52.3,76.95,274.04,93,0,3.0,KZ,1697668099
424,guapiles,10.2159,-83.7866,299.11,97,100,0.16,CR,1697668143
425,juba,4.8517,31.5825,297.62,77,98,1.25,SS,1697668143
426,floro,61.5996,5.0328,280.13,70,93,4.63,NO,1697668143
427,juneau,58.3019,-134.4197,285.15,95,100,8.75,US,1697667909
428,chuguyevka,44.1653,133.8633,278.12,93,20,1.56,RU,1697668143
429,pathein,16.7833,94.7333,297.5,91,27,1.0,MM,1697668143
430,bujumbura,-3.3822,29.3644,296.98,75,84,1.13,BI,1697668144
431,ar rutbah,33.0381,40.2848,293.93,32,18,4.39,IQ,1697668144
432,trat,12.5,102.5,297.86,89,99,0.62,TH,1697668144
433,waddan,29.1614,16.139,297.77,20,0,3.45,LY,1697668144
434,sao vicente,-23.9631,-46.3919,295.52,62,100,3.05,BR,1697668144
435,moussoro,13.6408,16.4901,304.9,16,83,4.95,TD,1697668144
436,magadan,59.5667,150.8,270.83,75,11,4.92,RU,1697668144
437,caraballeda,10.6112,-66.8522,308.19,66,40,2.57,VE,1697668144
438,smithers,54.7804,-127.1743,287.33,72,75,2.57,CA,1697668144
439,las heras,-46.5419,-68.9359,295.54,12,83,11.0,AR,1697668144
440,hobyo,5.3505,48.5268,300.54,78,100,3.99,SO,1697668144
441,callaway,30.153,-85.5699,296.18,62,0,3.09,US,1697668144
442,cidade velha,14.9167,-23.6167,300.41,78,20,4.63,CV,1697668144
443,bom jesus da lapa,-13.255,-43.4181,304.01,20,47,5.08,BR,1697668145
444,kourou,5.1552,-52.6478,298.18,84,72,5.1,GF,1697668145
445,changyon,38.2508,125.0961,287.42,85,100,1.61,KP,1697668145
446,gizo,-8.103,156.8419,301.1,77,97,3.43,SB,1697668145
447,meizhou,24.2977,116.1072,294.82,88,98,1.0,CN,1697668145
448,lorengau,-2.0226,147.2712,301.31,72,57,0.96,PG,1697668145
449,tyumentsevo,53.3224,81.498,280.4,67,3,3.46,RU,1697668145
450,toamasina,-18.1667,49.3833,296.15,94,75,0.51,MG,1697668145
451,yaren,-0.5472,166.916,300.5,78,100,6.41,NR,1697668145
452,grand gaube,-20.0064,57.6608,297.37,78,30,4.18,MU,1697668059
453,huancavelica,-12.7667,-74.9833,279.82,73,95,3.31,PE,1697667905
454,libenge,3.65,18.6333,294.92,99,84,1.41,CD,1697668145
455,tralee,52.2704,-9.7026,284.76,96,60,1.39,IE,1697668121
456,opuwo,-18.0607,13.84,294.44,26,0,2.91,NA,1697668145
457,hede,33.7681,120.2517,290.31,83,77,3.08,CN,1697668145
458,kaluga,54.5,35.5,278.74,96,100,5.07,RU,1697668146
459,necochea,-38.5473,-58.7368,285.86,69,50,4.5,AR,1697668146
460,porto velho,-8.7619,-63.9039,305.18,55,20,0.0,BR,1697668146
461,pelabuhanratu,-6.9875,106.5514,297.62,76,60,0.7,ID,1697668146
462,surgut,61.25,73.4167,283.66,78,0,5.81,RU,1697668146
463,chongwe,-15.3292,28.682,295.47,72,38,2.47,ZM,1697668146
464,abalak,58.1286,68.5944,280.57,73,63,3.44,RU,1697668146
465,salinopolis,-0.6136,-47.3561,300.19,81,17,6.21,BR,1697668146
466,altay,47.8667,88.1167,279.82,45,0,2.98,CN,1697668146
467,arkhara,49.4212,130.0842,274.13,92,100,3.13,RU,1697668146
468,crane,31.3974,-102.3501,305.57,17,3,1.51,US,1697668023
469,jinghong,21.991,100.7341,293.82,89,87,1.23,CN,1697668146
470,jurm,36.8648,70.8342,282.25,68,10,1.45,AF,1697668146
471,vila velha,-20.3297,-40.2925,297.12,83,100,5.14,BR,1697668147
472,posto fiscal rolim de moura,-13.0833,-62.2667,305.11,43,57,2.5,BR,1697668147
473,khadan khak,30.7477,67.7085,285.83,48,0,3.7,PK,1697668147
474,bahia honda,22.9036,-83.1592,298.45,63,16,5.72,CU,1697668147
475,alofi,-19.0595,-169.9187,300.09,54,40,7.2,NU,1697668024
476,rahimah,26.7079,50.0619,299.27,53,0,1.19,SA,1697668147
477,malynivka,49.8167,36.7333,278.48,59,100,4.19,UA,1697668147
478,kokstad,-30.5472,29.4241,285.97,92,64,0.91,ZA,1697668147
479,matoury,4.8483,-52.3317,298.13,94,0,1.03,GF,1697668147
480,voskresenskoye,56.8381,45.4317,274.0,94,38,3.06,RU,1697668147
481,la'ie,21.6477,-157.9253,304.13,63,7,3.58,US,1697668147
482,leava,-14.3,-178.1667,299.73,79,100,9.83,WF,1697668147
483,mermoz boabab,14.7065,-17.4758,302.03,74,0,2.06,SN,1697668147
484,jilib,0.4883,42.7854,298.05,87,99,1.67,SO,1697668148
485,nizhneudinsk,54.9076,99.0276,277.05,96,100,2.68,RU,1697668148
486,santa elena de uairen,4.6167,-61.1333,295.12,85,73,0.29,VE,1697668148
487,el calafate,-50.3408,-72.2768,284.24,65,56,3.53,AR,1697668148
488,mormugao,15.4,73.8,299.98,84,37,2.28,IN,1697668148
489,juan aldama,24.2908,-103.3944,296.26,21,47,4.63,MX,1697668148
490,bykovo,55.6361,38.0803,277.9,98,0,8.05,RU,1697668148
491,ust'-kut,56.7938,105.7672,272.9,91,97,1.26,RU,1697668148
492,mozarlandia,-14.7447,-50.5706,307.61,14,31,2.69,BR,1697668148
493,vilyuysk,63.7553,121.6247,265.46,87,98,4.02,RU,1697668148
494,guigang,23.0964,109.6092,295.38,90,100,2.74,CN,1697668148
495,tsiombe,-25.3,45.4833,294.56,93,100,1.97,MG,1697668148
496,mar del plata,-38.0023,-57.5575,285.9,71,0,4.12,AR,1697668148
497,zhongshu,24.5167,103.7667,286.62,96,30,0.72,CN,1697668148
498,bakanas,44.8081,76.2772,285.15,44,51,1.12,KZ,1697668148
499,noshiro,40.2039,140.0242,288.63,82,99,4.1,JP,1697668149
500,mana,5.6592,-53.7767,300.25,84,62,4.63,GF,1697668149
501,verkhnevilyuysk,63.4453,120.3167,267.01,81,98,3.58,RU,1697668149
502,saint-joseph,-21.3667,55.6167,297.36,85,94,2.24,RE,1697668055
503,lewistown,40.5992,-77.5714,286.38,78,100,0.0,US,1697667964
504,lusambo,-4.9667,23.45,294.3,96,86,0.88,CD,1697668149
505,mersa matruh,31.3525,27.2453,293.26,83,0,3.09,EG,1697668149
506,gandiaye,14.2333,-16.2667,302.21,67,23,5.38,SN,1697668149
507,kandahar,31.0,65.75,290.76,40,7,1.92,AF,1697667976
508,bahia de kino,28.8333,-111.9333,313.1,35,59,3.58,MX,1697668149
509,laguna,38.421,-121.4238,306.58,35,0,1.54,US,1697668149
510,pisco,-13.7,-76.2167,294.18,83,0,8.23,PE,1697668149
511,lekeitio,43.3666,-2.5007,297.75,54,93,9.1,ES,1697668149
512,rybnaya sloboda,55.4613,50.1409,277.53,71,86,6.3,RU,1697668149
513,kuroiso,36.9667,140.05,290.0,83,9,1.1,JP,1697668149
514,calingasta,-31.3308,-69.4078,296.21,5,0,4.72,AR,1697668150
515,st. john's,47.5649,-52.7093,281.57,84,75,4.12,CA,1697667910
516,kharovsk,59.9642,40.1912,274.14,88,100,2.53,RU,1697668150
517,cold springs,39.6802,-119.9766,299.42,20,0,4.63,US,1697668150
518,korhogo,9.45,-5.6333,298.31,77,74,1.26,CI,1697668150
519,kill devil hills,36.0307,-75.676,290.92,64,0,2.06,US,1697668106
520,bridgewater,44.3835,-64.5155,285.94,84,91,3.6,CA,1697668150
521,muang khong,14.1167,105.85,295.47,98,100,0.79,LA,1697668150
522,saint-bonnet-de-mure,45.6833,5.0333,290.91,88,75,4.63,FR,1697668150
523,kidal,18.4411,1.4078,304.44,14,7,3.25,ML,1697668150
524,leiyang,26.4024,112.8591,296.38,84,97,1.54,CN,1697668150
525,teguise,29.0605,-13.564,295.27,69,20,1.03,ES,1697668150
526,troitsko-pechorsk,62.7084,56.1964,277.42,69,100,7.15,RU,1697668150
527,lospalos,-8.5186,127.0025,295.29,76,50,1.32,TL,1697668150
528,luau,-10.7073,22.2247,294.23,70,13,2.16,AO,1697668151
529,zuru,11.4241,5.2288,299.59,43,92,2.89,NG,1697668151
530,carbonear,47.7332,-53.2148,281.83,83,6,4.23,CA,1697668151
531,kone,-21.0595,164.8658,296.34,56,1,3.14,NC,1697668151
532,placido de castro,-10.3353,-67.1856,305.14,44,88,0.4,BR,1697668057
533,abeche,13.8292,20.8324,300.96,15,85,4.44,TD,1697668151
534,khagrachhari,23.1,91.9667,293.06,97,2,0.6,BD,1697668151
535,catio,11.2833,-15.25,299.3,89,99,2.46,GW,1697668151
536,alicante,38.3452,-0.4815,296.51,56,37,2.96,ES,1697668151
537,kudahuvadhoo,2.6708,72.8944,300.63,74,86,4.26,MV,1697668151
538,parauna,-16.9478,-50.4486,304.58,27,20,2.94,BR,1697668151
539,ramstein-miesenbach,49.45,7.55,285.24,98,75,1.54,DE,1697668151
540,kitimat,54.0524,-128.6534,287.36,62,100,4.02,CA,1697668152
541,port sudan,19.6175,37.2164,300.73,69,17,3.62,SD,1697668152
542,nizhnekamsk,55.6366,51.8245,276.59,80,40,6.0,RU,1697668152
